X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,ObjectId
-8846564.60876006,5432571.42935252,80931233,7000036465,2017,2017/01/07 05:00:00+00,16,DUFFERIN ST,STEELES AVE W,,Major Arterial,North York,6,43.787211,-79.470042,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,20 to 24,None,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,34,Bathurst Manor,34,Bathurst Manor (34),D32,629
-8846564.60876006,5432571.42935252,80931234,7000036465,2017,2017/01/07 05:00:00+00,16,DUFFERIN ST,STEELES AVE W,,Major Arterial,North York,6,43.787211,-79.470042,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Major,,North,Pick Up Truck,Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,34,Bathurst Manor,34,Bathurst Manor (34),D32,630
-8846564.60876006,5432571.42935252,80931235,7000036465,2017,2017/01/07 05:00:00+00,16,DUFFERIN ST,STEELES AVE W,,Major Arterial,North York,6,43.787211,-79.470042,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Minimal,,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,Yes,Yes,Yes,Yes,,34,Bathurst Manor,34,Bathurst Manor (34),D32,631
-8846856.8224234,5408899.22875553,80681697,7000178684,2017,2017/01/29 05:00:00+00,345,F G GARDINER XY  W,SOUTH KINGSWAY RAMP,55 m West of,Major Arterial,Toronto and East York,4,43.633498,-79.472667,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Rear End,Driver,40 to 44,Minimal,,West,Pick Up Truck,Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,85,South Parkdale,85,South Parkdale (85),D11,632
-8846856.8224234,5408899.22875553,80681699,7000178684,2017,2017/01/29 05:00:00+00,345,F G GARDINER XY  W,SOUTH KINGSWAY RAMP,55 m West of,Major Arterial,Toronto and East York,4,43.633498,-79.472667,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Rear End,Driver,20 to 24,Fatal,9,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,85,South Parkdale,85,South Parkdale (85),D11,633
-8843108.02725144,5414267.51852809,80783062,7000304579,2017,2017/02/18 05:00:00+00,347,DUFFERIN ST,DUPONT ST,,Major Arterial,Toronto and East York,9,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,30 to 34,Major,,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),D14,634
-8843108.02725144,5414267.51852809,80783063,7000304579,2017,2017/02/18 05:00:00+00,347,DUFFERIN ST,DUPONT ST,,Major Arterial,Toronto and East York,9,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Minor,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),D14,635
-8843108.02725144,5414267.51852809,80783064,7000304579,2017,2017/02/18 05:00:00+00,347,DUFFERIN ST,DUPONT ST,,Major Arterial,Toronto and East York,9,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Minimal,,South,Intercity Bus,Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),D14,636
-8843108.02725144,5414267.51852809,80783065,7000304579,2017,2017/02/18 05:00:00+00,347,DUFFERIN ST,DUPONT ST,,Major Arterial,Toronto and East York,9,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Minor,,,,,,,,,,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),D14,637
-8821852.57235988,5424774.19481734,80772188,7000355242,2017,2017/02/26 05:00:00+00,300,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,2120,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,Minimal,,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,124,Kennedy Park,124,Kennedy Park (124),D41,638
-8821852.57235988,5424774.19481734,80772189,7000355242,2017,2017/02/26 05:00:00+00,300,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,2120,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,124,Kennedy Park,124,Kennedy Park (124),D41,639
-8821852.57235988,5424774.19481734,80772190,7000355242,2017,2017/02/26 05:00:00+00,300,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,2120,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,124,Kennedy Park,124,Kennedy Park (124),D41,640
-8821852.57235988,5424774.19481734,80772191,7000355242,2017,2017/02/26 05:00:00+00,300,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,2120,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,None,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,124,Kennedy Park,124,Kennedy Park (124),D41,641
-8821852.57235988,5424774.19481734,80772192,7000355242,2017,2017/02/26 05:00:00+00,300,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,2120,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minor,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,124,Kennedy Park,124,Kennedy Park (124),D41,642
-8838259.39551045,5418006.68670484,80741181,7000419004,2017,2017/03/08 05:00:00+00,36,YONGE ST,MERTON ST,386 m South of,Major Arterial,Toronto and East York,12,43.692683,-79.395435,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,Major,,North,"Automobile, Station Wagon",Going Ahead,Other,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,,,,,Yes,,99,Mount Pleasant East,99,Mount Pleasant East (99),D53,643
-8859317.70358381,5426602.2625047,80885193,7000487672,2017,2017/03/19 04:00:00+00,155,2677 KIPLING  AVE,,6 m East of,Major Arterial,Etobicoke York,1,43.748488,-79.584605,Mid-Block,At/Near Private Drive,No Control,Snow,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,30 to 34,Major,,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),D23,644
-8838794.3969832,5420099.97044975,80776868,7000887166,2017,2017/05/19 04:00:00+00,2356,EGLINTON AVE W,DUPLEX AVE,6 m West of,Major Arterial,North York,812,43.706278,-79.400241,Intersection,At Intersection,Traffic Controller,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,None,,South,"Automobile, Station Wagon",Turning Right,Lost control,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,,,,Yes,,100,Yonge-Eglinton,100,Yonge-Eglinton (100),D53,645
-8838794.3969832,5420099.97044975,80776921,7000887166,2017,2017/05/19 04:00:00+00,2356,EGLINTON AVE W,DUPLEX AVE,6 m West of,Major Arterial,North York,812,43.706278,-79.400241,Intersection,At Intersection,Traffic Controller,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,100,Yonge-Eglinton,100,Yonge-Eglinton (100),D53,646
-8838794.3969832,5420099.97044975,80776922,7000887166,2017,2017/05/19 04:00:00+00,2356,EGLINTON AVE W,DUPLEX AVE,6 m West of,Major Arterial,North York,812,43.706278,-79.400241,Intersection,At Intersection,Traffic Controller,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,100,Yonge-Eglinton,100,Yonge-Eglinton (100),D53,647
-8838794.3969832,5420099.97044975,80776923,7000887166,2017,2017/05/19 04:00:00+00,2356,EGLINTON AVE W,DUPLEX AVE,6 m West of,Major Arterial,North York,812,43.706278,-79.400241,Intersection,At Intersection,Traffic Controller,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minimal,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,100,Yonge-Eglinton,100,Yonge-Eglinton (100),D53,648
-8845949.79121241,5413796.76647026,80782301,7001366288,2017,2017/07/30 04:00:00+00,237,DUNDAS ST W,KEELE ST,,Major Arterial,Toronto and East York,4,43.665332,-79.464519,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Minimal,,North,"Automobile, Station Wagon",Going Ahead,Other,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,90,Junction Area,90,Junction Area (90),D11,649
-8845949.79121241,5413796.76647026,80782302,7001366288,2017,2017/07/30 04:00:00+00,237,DUNDAS ST W,KEELE ST,,Major Arterial,Toronto and East York,4,43.665332,-79.464519,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,60 to 64,Major,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,90,Junction Area,90,Junction Area (90),D11,650
-8852165.76025882,5429726.1012964,80927111,7001457563,2017,2017/08/13 04:00:00+00,237,JANE ST,SHOREHAM DR,,Major Arterial,Etobicoke York,7,43.768756,-79.520358,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,None,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,,Yes,,Yes,,24,Black Creek,24,Black Creek (24),D31,651
-8852165.76025882,5429726.1012964,80927112,7001457563,2017,2017/08/13 04:00:00+00,237,JANE ST,SHOREHAM DR,,Major Arterial,Etobicoke York,7,43.768756,-79.520358,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,,,Yes,,Yes,,24,Black Creek,24,Black Creek (24),D31,652
-8823855.20999926,5436932.4756019,80932530,7001489490,2017,2017/08/17 04:00:00+00,2245,WHITE HEATHER BLVD,LONGSWORD  DR,10 m South of,Collector,Scarborough,23,43.815486,-79.26604,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,129,Agincourt North,129,Agincourt North (129),D42,653
-8823855.20999926,5436932.4756019,80932531,7001489490,2017,2017/08/17 04:00:00+00,2245,WHITE HEATHER BLVD,LONGSWORD  DR,10 m South of,Collector,Scarborough,23,43.815486,-79.26604,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,None,,North,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,129,Agincourt North,129,Agincourt North (129),D42,654
-8824270.5430194,5420828.53530208,80784505,7001762491,2017,2017/09/28 04:00:00+00,1630,BIRCHMOUNT RD,ZENITH DR,,Minor Arterial,Scarborough,20,43.711009,-79.269771,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,45 to 49,None,,South,Delivery Van,Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),D41,655
-8824270.5430194,5420828.53530208,80784506,7001762491,2017,2017/09/28 04:00:00+00,1630,BIRCHMOUNT RD,ZENITH DR,,Minor Arterial,Scarborough,20,43.711009,-79.269771,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,40 to 44,Minor,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),D41,656
-8824270.5430194,5420828.53530208,80784507,7001762491,2017,2017/09/28 04:00:00+00,1630,BIRCHMOUNT RD,ZENITH DR,,Minor Arterial,Scarborough,20,43.711009,-79.269771,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,45,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),D41,657
-8824270.5430194,5420828.53530208,80784509,7001762491,2017,2017/09/28 04:00:00+00,1630,BIRCHMOUNT RD,ZENITH DR,,Minor Arterial,Scarborough,20,43.711009,-79.269771,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,Minor,,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),D41,658
-8832976.72907486,5427690.43062664,80783697,7001803207,2017,2017/10/04 04:00:00+00,2308,900 YORK MILLS RD,,,Major Arterial,North York,16,43.755549,-79.34798,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,unknown,None,,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,Yes,,Yes,,,,,,,,,Yes,,42,Banbury-Don Mills,42,Banbury-Don Mills (42),D33,659
-8832976.72907486,5427690.43062664,80783698,7001803207,2017,2017/10/04 04:00:00+00,2308,900 YORK MILLS RD,,,Major Arterial,North York,16,43.755549,-79.34798,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,48,East,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,,,,Yes,,Yes,,,,,,,,,Yes,,42,Banbury-Don Mills,42,Banbury-Don Mills (42),D33,660
-8824394.55293215,5417237.39524218,80790892,7003241293,2017,2017/12/21 05:00:00+00,1528,KINGSTON RD,WARDEN AVE,,Major Arterial,Scarborough,20,43.687686,-79.270885,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,62,South,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),D41,661
-8824394.55293215,5417237.39524218,80790893,7003241293,2017,2017/12/21 05:00:00+00,1528,KINGSTON RD,WARDEN AVE,,Major Arterial,Scarborough,20,43.687686,-79.270885,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,,West,Passenger Van,Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol",,,,,,,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),D41,662
-8853207.93333163,5416303.61663548,80791524,8000040229,2018,2018/01/07 05:00:00+00,1816,EGLINTON AVE W,ROYAL YORK RD,,Major Arterial,Etobicoke York,2,43.68162,-79.52972,Mid-Block,Non Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Approaching,Driver,25 to 29,None,,East,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,,Yes,,Yes,,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),D22,663
-8853207.93333163,5416303.61663548,80792369,8000040229,2018,2018/01/07 05:00:00+00,1816,EGLINTON AVE W,ROYAL YORK RD,,Major Arterial,Etobicoke York,2,43.68162,-79.52972,Mid-Block,Non Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Approaching,Driver,85 to 89,Fatal,3,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,,,,,,,,,Yes,,,,,,,Yes,,Yes,,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),D22,664
-8819373.48729992,5435265.39453863,81129083,8000165108,2018,2018/01/26 05:00:00+00,2055,TAPSCOTT RD,MCLEVIN AVE,65 m East of,Minor Arterial,Scarborough,23,43.804679,-79.22578,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,35 to 39,Major,,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,145,Malvern West,132,Malvern (132),D42,665
-8819373.48729992,5435265.39453863,81129084,8000165108,2018,2018/01/26 05:00:00+00,2055,TAPSCOTT RD,MCLEVIN AVE,65 m East of,Minor Arterial,Scarborough,23,43.804679,-79.22578,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,35 to 39,Minor,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,145,Malvern West,132,Malvern (132),D42,666
-8819373.48729992,5435265.39453863,81129085,8000165108,2018,2018/01/26 05:00:00+00,2055,TAPSCOTT RD,MCLEVIN AVE,65 m East of,Minor Arterial,Scarborough,23,43.804679,-79.22578,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,55 to 59,Minimal,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,145,Malvern West,132,Malvern (132),D42,667
-8839433.03690188,5411782.14481369,80942703,8000256570,2018,2018/02/10 05:00:00+00,34,BATHURST ST,DUNDAS ST W,25 m South of,Major Arterial,Toronto and East York,1110,43.652239,-79.405978,Intersection,Intersection Related,No Control,Drifting Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,Yes,Yes,,Yes,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D14,668
-8839433.03690188,5411782.14481369,80942704,8000256570,2018,2018/02/10 05:00:00+00,34,BATHURST ST,DUNDAS ST W,25 m South of,Major Arterial,Toronto and East York,1110,43.652239,-79.405978,Intersection,Intersection Related,No Control,Drifting Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08",,,,,,,Yes,,Yes,,,,,,Yes,Yes,,Yes,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D14,669
-8849133.75128808,5404298.67074672,81449963,8000301907,2018,2018/02/16 05:00:00+00,2130,LAKE SHORE BLVD W,ROYAL YORK RD,150 m West of,Major Arterial,Etobicoke York,3,43.603579,-79.493121,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,50 to 54,None,,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,Yes,,,,Yes,,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),D22,670
-8849133.75128808,5404298.67074672,81449964,8000301907,2018,2018/02/16 05:00:00+00,2130,LAKE SHORE BLVD W,ROYAL YORK RD,150 m West of,Major Arterial,Etobicoke York,3,43.603579,-79.493121,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,50 to 54,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),D22,671
-8819593.45461372,5430674.65196748,80942596,8000315155,2018,2018/02/19 05:00:00+00,602,704 BRIMORTON DR,,99 m West of,Collector,Scarborough,24,43.774909,-79.227756,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,,Yes,,Yes,,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),D43,672
-8820047.86077514,5432045.62119998,80941912,8000340465,2018,2018/02/23 05:00:00+00,118,931 PROGRESS AVE,,5 m West of,Minor Arterial,Scarborough,24,43.783801,-79.231838,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,142,Woburn North,137,Woburn (137),D43,673
-8820047.86077514,5432045.62119998,80941913,8000340465,2018,2018/02/23 05:00:00+00,118,931 PROGRESS AVE,,5 m West of,Minor Arterial,Scarborough,24,43.783801,-79.231838,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,Yes,,142,Woburn North,137,Woburn (137),D43,674
-8831797.85566735,5412198.48138235,5418921,1064349,2008,2008/08/26 04:00:00+00,235,CARLAW Aven,LAKE SHORE Boul E,,Major Arterial,Toronto and East York,14,43.654945,-79.33739,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,,,Other,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,Yes,,70,South Riverdale,70,South Riverdale (70),D55,675
-8831797.85566735,5412198.48138235,5418922,1064349,2008,2008/08/26 04:00:00+00,235,CARLAW Aven,LAKE SHORE Boul E,,Major Arterial,Toronto and East York,14,43.654945,-79.33739,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Major,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,Yes,,Yes,Yes,Yes,,70,South Riverdale,70,South Riverdale (70),D55,676
-8837007.60783648,5413567.93946658,5406739,1058925,2008,2008/09/04 04:00:00+00,2334,YONGE Stre,BREADALBANE Stre,,Major Arterial,Toronto and East York,13,43.663845,-79.38419,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,Yes,,169,Bay-Cloverhill,76,Bay Street Corridor (76),D52,677
-8837007.60783648,5413567.93946658,5406740,1058925,2008,2008/09/04 04:00:00+00,2334,YONGE Stre,BREADALBANE Stre,,Major Arterial,Toronto and East York,13,43.663845,-79.38419,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol Over .08",,,,,,,Yes,,Yes,,,,,,,Yes,,Yes,,169,Bay-Cloverhill,76,Bay Street Corridor (76),D52,678
-8837007.60783648,5413567.93946658,5406741,1058925,2008,2008/09/04 04:00:00+00,2334,YONGE Stre,BREADALBANE Stre,,Major Arterial,Toronto and East York,13,43.663845,-79.38419,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,,East,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,,,,Yes,,Yes,,,,,,,Yes,,Yes,,169,Bay-Cloverhill,76,Bay Street Corridor (76),D52,679
-8841783.21399151,5420356.67866508,5421518,1065436,2008,2008/09/21 04:00:00+00,2021,BATHURST ST,BRIAR HILL AVE,,Major Arterial,North York,8,43.707945,-79.42709,Intersection,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,,,,Yes,,102,Forest Hill North,102,Forest Hill North (102),D13,680
-8841783.21399151,5420356.67866508,5421519,1065436,2008,2008/09/21 04:00:00+00,2021,BATHURST ST,BRIAR HILL AVE,,Major Arterial,North York,8,43.707945,-79.42709,Intersection,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,80 to 84,None,,West,"Automobile, Station Wagon",Turning Right,Improper Turn,"Ability Impaired, Alcohol",,,,,,,,,Yes,,,,,,,,,Yes,,102,Forest Hill North,102,Forest Hill North (102),D13,681
