_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry,LONGITUDE,LATITUDE
1871,1895,LAWRENCE AVE W,None,BLOSSOMFIELD DR,None,None,None,2001-06-11T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1871,10335558,13455830.0,,,,,1871,,,,,,2021-01-27T05:00:00,2021-01-27T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.44840799652266, 43.71521300194926]}",-79.44840799652266,43.71521300194926
1872,1896,MIDLAND AVE,None,BAYLAWN DR,BOARHILL DR,None,None,2001-07-25T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1872,105058,13443404.0,,,,,1872,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.28470799772805, 43.80003999654941]}",-79.28470799772805,43.80003999654941
1873,1897,OAKDALE RD,376m SOUTH OF,FINCH AVE W,PRIVATE ACCESS,HUMBER RIVER HOSPITAL/ WESTVIEW SCHOOL,None,2011-12-15T15:29:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1873,10536929,,1.0,,,,1873,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.5260100003446, 43.753249995838225]}",-79.5260100003446,43.753249995838225
1874,1899,MILNER AVE,None,GRAND MARSHALL DR,PRIVATE ACCESS,None,None,2001-09-18T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1874,104922,13443301.0,,,,,1874,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.1967900062023, 43.79977099732445]}",-79.1967900062023,43.79977099732445
1875,1900,DIXON RD,65m WEST OF,MCARTHUR ST,PRIVATE ACCESS,LOBLAWS/WESTOWN PLAZA ACCESS,None,2002-11-20T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1875,908520,,,,,,1875,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.54491999826341, 43.69751000027012]}",-79.54491999826341,43.69751000027012
1876,1901,PORT UNION RD,None,CONFERENCE BLVD,None,None,None,2001-08-21T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1876,106354,13444818.0,,,,,1876,,,,2019-07-15T04:00:00,2019-07-15T04:00:00,,,"East: None, West: Crosswalk","{""type"": ""Point"", ""coordinates"": [-79.1394060032625, 43.78613599963365]}",-79.1394060032625,43.78613599963365
1877,1902,TAPSCOTT RD,None,CROW TRL,None,None,None,2001-05-07T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1877,7448922,13442631.0,,,,,1877,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.23263299507076, 43.80765099557206]}",-79.23263299507076,43.80765099557206
1878,1903,HIGHWAY 27,None,ROYALCREST RD,None,None,None,2001-12-09T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1878,906720,13450806.0,,,,,1878,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.61046999582568, 43.74971499843586]}",-79.61046999582568,43.74971499843586
1879,1905,DUNDAS ST E,None,VICTORIA ST,None,None,None,2002-09-19T04:00:00,TransSuite,None,FT,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1879,30070006,13465716.0,1.0,,,,1879,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.37957600315522, 43.6562910039148]}",-79.37957600315522,43.6562910039148
1880,1906,KEELE ST,None,THE POND RD,None,None,None,2001-12-20T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1880,439282,13447353.0,,,,,1880,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.49323900023366, 43.77198999769536]}",-79.49323900023366,43.77198999769536
1881,1907,WICKSTEED AVE,None,BRENTCLIFFE RD,PRIVATE ACCESS,None,None,2001-09-13T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1881,8677049,13456228.0,,,,,1881,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.3585219987737, 43.71146499804261]}",-79.3585219987737,43.71146499804261
1882,1911,MARTIN GROVE RD,None,JEFFCOAT DR,None,None,None,2001-11-28T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1882,907846,13455524.0,,,,,1882,,,,2021-04-22T04:00:00,2021-04-22T04:00:00,2021-04-22T04:00:00,2021-04-22T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.58339200222736, 43.71880900357878]}",-79.58339200222736,43.71880900357878
1883,1912,KING ST W,None,ATLANTIC AVE,None,None,None,2003-07-31T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1883,7553490,13468224.0,,1.0,,,1883,,,1.0,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.42128999742381, 43.64017899705173]}",-79.42128999742381,43.64017899705173
1884,1913,SHEPPARD AVE E,None,BARBERRY PL,PRIVATE ACCESS,BAYVIEW VILLAGE MALL,None,2002-12-19T05:00:00,SCOOT,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1884,439123,13447829.0,1.0,,,,1884,,,,,,2018-10-05T04:00:00,2018-10-05T04:00:00,North & South: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.38498499415323, 43.76741000420813]}",-79.38498499415323,43.76741000420813
1885,1914,VICTORIA PARK AVE,None,FARM GREENWAY,TERRAVIEW BLVD,None,None,2015-06-16T17:05:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,1,1885,3800927,13448105.0,1.0,,,,1885,,,,2020-12-04T05:00:00,2020-12-04T05:00:00,2020-12-04T05:00:00,2020-12-04T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.31816399890027, 43.76451499775241]}",-79.31816399890027,43.76451499775241
1886,1915,STEELES AVE W,185m WEST OF,HIDDEN TRL,PRIVATE ACCESS,None,None,2003-06-17T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1886,3327207,,1.0,,,,1886,,,,,,2021-04-21T04:00:00,2021-04-21T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.46537000605726, 43.78824000428611]}",-79.46537000605726,43.78824000428611
1887,1916,QUEEN ST E,None,BELLEFAIR AVE,None,None,None,2002-08-15T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1887,7683454,13463249.0,,1.0,,,1887,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.29982499688639, 43.67007199919634]}",-79.29982499688639,43.67007199919634
1888,1917,LAKE SHORE BLVD W,None,FORT YORK BLVD,None,None,None,2002-08-13T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1888,14255077,14255079.0,,,,,1888,,,,,,2022-06-01T04:00:00,2022-06-01T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.40671400490861, 43.63547999587122]}",-79.40671400490861,43.63547999587122
1889,1918,FORT YORK BLVD,None,FLEET ST,None,None,None,2002-08-13T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1889,20056559,14255084.0,,1.0,,,1889,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.40684100491526, 43.636392002599784]}",-79.40684100491526,43.636392002599784
1890,1919,BATHURST ST,None,FORT YORK BLVD,None,None,None,2002-08-13T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1890,30032577,14255097.0,1.0,1.0,,,1890,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.40064899812594, 43.63883899913726]}",-79.40064899812594,43.63883899913726
1891,1920,DUNDAS ST W,None,CLENDENAN AVE,None,None,None,2002-12-09T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1891,14015246,13464440.0,,,,,1891,,,,2022-07-07T04:00:00,2022-07-07T04:00:00,2022-07-07T04:00:00,2022-07-07T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.47363800016299, 43.665523998492844]}",-79.47363800016299,43.665523998492844
1892,1921,ALBION RD,None,CALSTOCK DR,None,None,None,2002-01-22T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1892,9741581,13453194.0,,,,,1892,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.55830000310733, 43.73402499618558]}",-79.55830000310733,43.73402499618558
1893,1923,O CONNOR DR,None,FOUR OAKS GT,None,None,None,2001-06-12T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1893,1063,13458523.0,,,,,1893,,,,2021-10-27T04:00:00,2021-10-27T04:00:00,2021-10-27T04:00:00,2021-10-27T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.33422299730158, 43.696750000693044]}",-79.33422299730158,43.696750000693044
1894,1924,O CONNOR DR,None,TAYLOR DR,None,None,None,2001-04-12T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1894,940,13458149.0,,,,,1894,,,,2021-10-27T04:00:00,2021-10-27T04:00:00,2021-10-27T04:00:00,2021-10-27T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.32362999727187, 43.69902899748669]}",-79.32362999727187,43.69902899748669
1895,1926,MARKHAM RD,250m SOUTH OF,FINCH AVE E,PRIVATE ACCESS,None,None,2002-11-01T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1895,4968480,,1.0,,,,1895,,,,2020-12-14T05:00:00,2020-12-14T05:00:00,2020-12-14T05:00:00,2020-12-14T05:00:00,LPI is in all directions.,"{""type"": ""Point"", ""coordinates"": [-79.242929996556, 43.8107800021234]}",-79.242929996556,43.8107800021234
1896,1927,NORTH QUEEN ST,None,NOVA RD,PRIVATE ACCESS,None,None,2002-08-14T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1896,7283686,13470013.0,,,,,1896,,,,2022-05-18T04:00:00,2022-05-18T04:00:00,2022-05-18T04:00:00,2022-05-18T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.5569600030032, 43.61610700245495]}",-79.5569600030032,43.61610700245495
1897,1928,BLOOR ST W,None,MONTROSE AVE,None,None,None,2002-01-08T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,2,1897,30039482,13464722.0,,,,,1897,1.0,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.42091399636405, 43.66302499672006]}",-79.42091399636405,43.66302499672006
1898,1929,DOVERCOURT RD,None,HEPBOURNE ST,None,None,None,2002-08-29T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1898,8392706,13465389.0,,,,,1898,,,,2020-11-18T05:00:00,2020-11-18T05:00:00,2020-11-18T05:00:00,2020-11-18T05:00:00,"NS Leading Pedestrian Interval - NSWK comes up 5 seconds before NS vehicle green
EW Leading Pedestrian Interval - EWWK comes up 5 seconds before EW vehicle green","{""type"": ""Point"", ""coordinates"": [-79.42856100248979, 43.658964997380245]}",-79.42856100248979,43.658964997380245
1899,1930,ST CLAIR AVE E,None,FERNDALE AVE,PRIVATE ACCESS,TTC EXIT,None,2003-08-14T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1899,11631521,13460187.0,1.0,1.0,,,1899,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.39149200540021, 43.68864700297634]}",-79.39149200540021,43.68864700297634
1900,1931,LESLIE ST,50m SOUTH OF,MOSLEY ST,PRIVATE ACCESS,TIM HORTON'S/LOBLAWS,None,2003-06-27T04:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1900,30076037,,1.0,,,,1900,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.32884999644581, 43.66013999877974]}",-79.32884999644581,43.66013999877974
1901,1932,THE QUEENSWAY,None,SOUTH KINGSWAY LINK RD,None,None,None,2009-11-10T16:45:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1901,30120565,13468786.0,1.0,,,,1901,,,,2022-10-13T04:00:00,,,2022-10-13T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.47349300380804, 43.63549200393283]}",-79.47349300380804,43.63549200393283
1902,1933,KINGSTON RD,25m EAST OF,GLEN MANOR DR,None,None,None,2002-06-09T04:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1902,30059637,,1.0,,,,1902,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.29451000245552, 43.67974999571641]}",-79.29451000245552,43.67974999571641
1903,1934,BLOOR ST W,None,BROCK AVE,None,None,None,2002-03-07T05:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1903,3897184,13465391.0,1.0,,,,1903,,,,,,2018-09-20T04:00:00,2018-09-20T04:00:00,"North: None, South: Crosswalk","{""type"": ""Point"", ""coordinates"": [-79.43917500433581, 43.659098002698855]}",-79.43917500433581,43.659098002698855
1904,1935,DUNDAS ST W,None,HOWARD PARK AVE,LYND AVE,None,None,2003-12-04T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Fixed Time,3,1904,10758972,13466531.0,1.0,1.0,,,1904,,,,2014-06-23T04:00:00,2014-06-23T04:00:00,,,"East: None, West: Crosswalk","{""type"": ""Point"", ""coordinates"": [-79.44808599402616, 43.652114997630314]}",-79.44808599402616,43.652114997630314
1905,1936,OSSINGTON AVE,54m NORTH OF,ACORES AVE,None,None,None,2005-12-01T16:03:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1905,30072983,,1.0,,,,1905,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.42981999781583, 43.672060004264935]}",-79.42981999781583,43.672060004264935
1906,1937,OSSINGTON AVE,None,CHURCHILL AVE,None,None,None,2002-08-27T19:45:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1906,1145206,13466493.0,,,,,1906,,,,2020-11-03T05:00:00,2020-11-03T05:00:00,2020-11-03T05:00:00,2020-11-03T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.42178100366904, 43.65197700365078]}",-79.42178100366904,43.65197700365078
1907,1938,EGLINTON AVE W,60m WEST OF,CENTENNIAL PARK BLVD,None,None,None,2004-12-01T16:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1907,30031353,,,,,,1907,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.59729317083543, 43.65502786272916]}",-79.59729317083543,43.65502786272916
1908,1939,THE QUEENSWAY,240m EAST OF,THE EAST MALL,PRIVATE ACCESS,None,None,2002-02-10T05:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1908,10618658,,,,,,1908,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.54346999887842, 43.617139998254]}",-79.54346999887842,43.617139998254
1909,1941,COMSTOCK RD,None,LEBOVIC AVE,None,None,None,2005-10-19T13:40:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1909,30107503,14074098.0,,,,,1909,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.28878900311868, 43.72068600221634]}",-79.28878900311868,43.72068600221634
1910,1942,MILNER AVE,None,MURISON BLVD,PRIVATE ACCESS,None,None,2003-04-16T17:05:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1910,105067,13443379.0,,,,,1910,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.20230199540808, 43.79900100401563]}",-79.20230199540808,43.79900100401563
1911,1943,SCARLETT RD,None,EDINBOROUGH CRT,None,None,None,2002-12-17T18:30:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1911,9203,13463344.0,,,,,1911,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.50400699548172, 43.67232799636836]}",-79.50400699548172,43.67232799636836
1912,1944,LAKE SHORE BLVD W,None,GARDINER/LAKE SHORE RAMP,BROOKERS LANE,None,None,2006-02-10T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1912,913076,13469442.0,1.0,,,,1912,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.47902000176389, 43.62730500027956]}",-79.47902000176389,43.62730500027956
1913,1945,YONGE ST,None,SCRIVENER SQ,None,None,None,2003-06-18T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1913,13973613,13973615.0,,,,,1913,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.39098699921777, 43.68055600423598]}",-79.39098699921777,43.68055600423598
1914,1946,DIXON RD,260m WEST OF,CHETTA PL,None,None,None,2002-12-11T05:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),None,2,1914,6125251,13459423.0,,,,,1914,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.55529000128391, 43.695038003503775]}",-79.55529000128391,43.695038003503775
1915,1947,HUMBER COLLEGE BLVD,None,WINDWOOD DR,SILVER BELL LANE,None,EAST INTERSECTION,2003-08-27T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1915,12387603,13453946.0,1.0,,,,1915,,,,,,2018-10-16T04:00:00,2018-10-16T04:00:00,North & South: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.60492200003722, 43.7301050033642]}",-79.60492200003722,43.7301050033642
1916,1948,LAWRENCE AVE E,135m WEST OF,BAYVIEW AVE,PRIVATE ACCESS,None,None,2002-11-05T18:10:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1916,10133024,,,,,,1916,,,,,,2021-02-04T05:00:00,2021-02-04T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.38356000023683, 43.72786000444327]}",-79.38356000023683,43.72786000444327
1917,1949,LAWRENCE AVE E,None,MILDENHALL RD,None,None,None,1974-07-12T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1917,443933,13453765.0,,,,,1917,,,,2021-02-04T05:00:00,2021-02-04T05:00:00,2021-02-04T05:00:00,2021-02-04T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.38654200171757, 43.72839600260075]}",-79.38654200171757,43.72839600260075
1918,1950,KIPLING AVE,150m NORTH OF,MOUNT OLIVE DR,None,None,None,2002-10-17T04:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),None,2,1918,30088447,,,,,,1918,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.58438000129273, 43.74809999861966]}",-79.58438000129273,43.74809999861966
1919,1951,LAKE SHORE BLVD E,224m WEST OF,WOODBINE AVE,None,None,None,2002-12-23T05:00:00,TransSuite,None,PA - MPS,0.8 m/s (FDW based on full crossing @ 1.0 m/s),Pushbutton Actuated,2,1919,30021323,30021322.0,1.0,,,,1919,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.30622399561352, 43.664357998292104]}",-79.30622399561352,43.664357998292104
1920,1952,BROADVIEW AVE,None,PRETORIA AVE,None,None,None,2002-05-12T04:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1920,10834665,13461969.0,,,,,1920,,,,2021-12-13T05:00:00,2021-12-13T05:00:00,2021-12-13T05:00:00,2021-12-13T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.35842300387655, 43.678416001736935]}",-79.35842300387655,43.678416001736935
1921,1953,ALBION RD,None,BENSTROW AVE,SANAGAN RD,None,None,2003-05-28T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1921,906966,13452467.0,,,,,1921,,,,2021-04-22T04:00:00,2021-04-22T04:00:00,2021-04-22T04:00:00,2021-04-22T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.57617900012444, 43.73899799769239]}",-79.57617900012444,43.73899799769239
1922,1954,STEELES AVE E,None,STAINES RD,None,None,None,2003-11-13T05:00:00,TransSuite,None,SAV,0.8 m/s (FDW based on full crossing @ 1.0 m/s),None,3,1922,14630470,14630472.0,,,,,1922,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.2321980040971, 43.841060004406195]}",-79.2321980040971,43.841060004406195
1923,1955,BLOOR ST W,78m WEST OF,ST THOMAS ST,None,None,None,2002-12-12T05:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1923,1142361,,1.0,,,,1923,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.39189000538117, 43.669200002112156]}",-79.39189000538117,43.669200002112156
1924,1956,SHEPPARD AVE E,None,BLUE RIDGE RD,None,None,None,2002-12-19T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1924,7939836,13447460.0,,,,,1924,,,,2021-01-15T05:00:00,2021-01-15T05:00:00,2021-01-15T05:00:00,2021-01-15T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.37419899452645, 43.769712996135496]}",-79.37419899452645,43.769712996135496
1925,1957,HORNER AVE,None,BETA ST,None,None,None,2003-08-12T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1925,6735887,13470377.0,,,,,1925,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.53853900123828, 43.60320800242024]}",-79.53853900123828,43.60320800242024
1926,1958,MCNICOLL AVE,None,SILVER STAR BLVD,None,None,None,2009-09-10T15:30:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1926,14038256,14038257.0,1.0,,,,1926,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.29493900253995, 43.81389399606212]}",-79.29493900253995,43.81389399606212
1927,1959,MARTIN GROVE RD,None,MILKWOOD AVE,None,None,None,2003-10-07T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1927,10747536,13453918.0,,,,,1927,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.58855799504757, 43.730115000596705]}",-79.58855799504757,43.730115000596705
1928,1960,ALBION RD,230m WEST OF,KIPLING AVE,None,None,None,2004-10-05T16:36:00,TransSuite,None,PA - MPS,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,2,1928,906946,,1.0,,,,1928,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.5832720029623, 43.74019500115271]}",-79.5832720029623,43.74019500115271
1929,1961,RICHMOND ST E,None,GEORGE ST,None,None,None,2003-12-09T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1929,3333494,13466249.0,,,,,1929,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.37160499713137, 43.65281699686465]}",-79.37160499713137,43.65281699686465
1930,1962,RICHMOND ST E,None,BERKELEY ST,None,None,None,2005-08-11T17:15:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1930,1144738,13466020.0,1.0,,,,1930,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.36531299462219, 43.654261000195966]}",-79.36531299462219,43.654261000195966
1931,1963,ADELAIDE ST E,None,GEORGE ST,None,None,None,2004-05-18T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1931,8353499,13466440.0,,,,,1931,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.37107800233461, 43.65160400192817]}",-79.37107800233461,43.65160400192817
1932,1964,ADELAIDE ST E,None,BERKELEY ST,None,None,None,2005-08-11T16:20:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1932,1144870,13466205.0,1.0,,,,1932,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.36478400467412, 43.65298799817958]}",-79.36478400467412,43.65298799817958
1933,1965,KING ST E,None,GEORGE ST,None,None,None,2004-05-19T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1933,3337527,13466590.0,,1.0,,,1933,,,,2022-11-15T05:00:00,2022-11-15T05:00:00,2022-11-15T05:00:00,2022-11-15T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.37069299382486, 43.650732001494305]}",-79.37069299382486,43.650732001494305
1934,1966,KING ST E,None,BERKELEY ST,None,None,None,2004-02-11T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1934,1145014,13466333.0,,1.0,,,1934,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.36441200504815, 43.65212300425711]}",-79.36441200504815,43.65212300425711
1935,1967,FRONT ST E,None,PRINCESS ST,None,None,None,2004-09-22T17:30:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1935,1145262,13466587.0,1.0,,1.0,,1935,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.36669199807288, 43.650681003765385]}",-79.36669199807288,43.650681003765385
1936,1968,FRONT ST E,None,BERKELEY ST,None,None,None,2004-02-11T05:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1936,8354017,13466475.0,1.0,,,,1936,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.36403000288065, 43.651273002362075]}",-79.36403000288065,43.651273002362075
1937,1969,QUEEN ST W,None,PALMERSTON AVE,TECUMSETH ST,None,None,2003-10-30T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1937,30077333,13467348.0,,1.0,,,1937,1.0,,,2022-07-20T04:00:00,2022-07-20T04:00:00,2022-07-20T04:00:00,2022-07-20T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.40657499412997, 43.646682004054036]}",-79.40657499412997,43.646682004054036
